type,network,block_no,height,blockHash,index,time,txid,fee,confirmations,from,to,nonce,toIsContract,gasPrice,gasLimit,value,gasUsed,callTransfer/0/index,callTransfer/0/fromIsContract,callTransfer/0/from,callTransfer/0/to,callTransfer/0/value,callTransfer/0/gasUsed,callTransfer/0/gasLimit,tokenTransfer/0/index,tokenTransfer/0/token,tokenTransfer/0/tokenAddr,tokenTransfer/0/tokenSymbol,tokenTransfer/0/tokenDecimals,tokenTransfer/0/tokenInfo/h,tokenTransfer/0/tokenInfo/f,tokenTransfer/0/tokenInfo/s,tokenTransfer/0/tokenInfo/d,tokenTransfer/0/from,tokenTransfer/0/to,tokenTransfer/0/value,tokenTransfer/1/index,tokenTransfer/1/token,tokenTransfer/1/tokenAddr,tokenTransfer/1/tokenSymbol,tokenTransfer/1/tokenDecimals,tokenTransfer/1/tokenInfo/h,tokenTransfer/1/tokenInfo/f,tokenTransfer/1/tokenInfo/s,tokenTransfer/1/tokenInfo/d,tokenTransfer/1/from,tokenTransfer/1/to,tokenTransfer/1/value,tokenTransfer/2/index,tokenTransfer/2/token,tokenTransfer/2/tokenAddr,tokenTransfer/2/tokenSymbol,tokenTransfer/2/tokenDecimals,tokenTransfer/2/tokenInfo/h,tokenTransfer/2/tokenInfo/f,tokenTransfer/2/tokenInfo/s,tokenTransfer/2/tokenInfo/d,tokenTransfer/2/from,tokenTransfer/2/to,tokenTransfer/2/value,tokenTransfer/3/index,tokenTransfer/3/token,tokenTransfer/3/tokenAddr,tokenTransfer/3/tokenSymbol,tokenTransfer/3/tokenDecimals,tokenTransfer/3/tokenInfo/h,tokenTransfer/3/tokenInfo/f,tokenTransfer/3/tokenInfo/s,tokenTransfer/3/tokenInfo/d,tokenTransfer/3/from,tokenTransfer/3/to,tokenTransfer/3/value,callTransfer/1/index,callTransfer/1/fromIsContract,callTransfer/1/from,callTransfer/1/to,callTransfer/1/value,callTransfer/1/gasUsed,callTransfer/1/gasLimit,tokenTransfer/0/tokenInfo/c,tokenTransfer/0/valueIsNft,traceErr,receiptErr,,,
tx,ETH,12990977,12990977,0xba9a76aa690401fa86507284f3d435ec68d864060fe33b3730ec4f52fcc2bbec,59,1628512695,0x4078c6ae84c563aafd5c1104f621ce16a0a848ddf99d585f74b79226808c67c9,0.00127928,300,0xb652311235e5d9da2ce27b917966dd75989d1290,0x3a4f40631a4f906c2bad353ed06de7a5d3fcb430,0,40000000000,250000,0,31982,1,59,0x3a4f40631a4f906c2bad353ed06de7a5d3fcb430,0x3a4f40631a4f906c2bad353ed06de7a5d3fcb430,PLA,18,0x3a4f40631a4f906c2bad353ed06de7a5d3fcb430,PlayDapp Token,PLA,18,0xb652311235e5d9da2ce27b917966dd75989d1290,0x95a9bd206ae52c4ba8eecfc93d18eacdd41c88cc,6.72484E+21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990977,12990977,0xba9a76aa690401fa86507284f3d435ec68d864060fe33b3730ec4f52fcc2bbec,60,1628512695,0xdf0127cefb24e1bdebbbb2bc2876f96d3ea9a7980ee88aba9ef7c5e9119ea551,0.00084,300,0x1588c1459834ae9fc6b09cac98331fd644f6c41f,0x330c0353468e026d02ba2971e50eee9c1a8b37a2,772,40000000000,21500,0.087639374,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990977,12990977,0xba9a76aa690401fa86507284f3d435ec68d864060fe33b3730ec4f52fcc2bbec,61,1628512695,0xc887a40325103c8f86576617abc8b8704de96b937cb4c1a06ba618475b3ae168,0.008325705,300,0xc59f4618db105ef6c7c1b45302b134d7d40dfee5,0xe592427a0aece92de3edee1f18e0157c05861564,73,39161544026,317010,0.82,212599,1,61,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USD Coin,USDC,6,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe592427a0aece92de3edee1f18e0157c05861564,2553471372,61,1,1,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.82,23974,187157,61,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,18,0xe592427a0aece92de3edee1f18e0157c05861564,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,8.2E+17,61,0xe2dc070524a6e305ddb64d8513dc444b6a1ec845,0xe2dc070524a6e305ddb64d8513dc444b6a1ec845,NEX,8,0xe2dc070524a6e305ddb64d8513dc444b6a1ec845,Nash Exchange Token,NEX,8,0x727092c368dc04708d0db121350af351a363e53a,0xc59f4618db105ef6c7c1b45302b134d7d40dfee5,2.50964E+11,61,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USD Coin,USDC,6,0xe592427a0aece92de3edee1f18e0157c05861564,0x727092c368dc04708d0db121350af351a363e53a,2553471372,,,,,,,,,,,,,
tx,ETH,12990977,12990977,0xba9a76aa690401fa86507284f3d435ec68d864060fe33b3730ec4f52fcc2bbec,62,1628512695,0x9eb223364391b91dcad69218f6ac0c909fb60ed2e8901f66fcd01edf371ac85b,0.002057442,300,0xfbe89ff48cc321e583bdb945a809598d161409e0,0x8b3870df408ff4d7c3a26df852d41034eda11d81,520,39028789328,63000,0,52716,1,62,0x8b3870df408ff4d7c3a26df852d41034eda11d81,0x8b3870df408ff4d7c3a26df852d41034eda11d81,IOI,6,0x8b3870df408ff4d7c3a26df852d41034eda11d81,IOI Token ,IOI,6,0xfbe89ff48cc321e583bdb945a809598d161409e0,0x38710d3de7b7eac901d83c9b8969fec950b1e078,5000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990977,12990977,0xba9a76aa690401fa86507284f3d435ec68d864060fe33b3730ec4f52fcc2bbec,63,1628512695,0x9d88cdf1e6328b9588e600820d45c2b95a931e638fe708b6b1ad49f7f9252fad,0.001611051,300,0xb57e1a9ec7ed51c2f43d741d1716a9e6ecb7db13,0xdac17f958d2ee523a2206206994597c13d831ec7,2,39000000000,105000,0,41309,1,63,0xdac17f958d2ee523a2206206994597c13d831ec7,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,6,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USD,USDT,6,0xb57e1a9ec7ed51c2f43d741d1716a9e6ecb7db13,0x0a98fb70939162725ae66e626fe4b52cff62c2e5,50000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990977,12990977,0xba9a76aa690401fa86507284f3d435ec68d864060fe33b3730ec4f52fcc2bbec,64,1628512695,0x85b265b081c36a138519e41743ef7c6753bf6fdefd799150453724bc7f20f750,0.001123629,300,0x7c7bcd11a4d961409b9724bd24b53f852935355c,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,38,39000000000,43648,0,28811,1,64,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,SLP,0,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,Smooth Love Potion,SLP,0,0x7c7bcd11a4d961409b9724bd24b53f852935355c,0x8da4754a56575d332629ca88df7419d49e833717,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990977,12990977,0xba9a76aa690401fa86507284f3d435ec68d864060fe33b3730ec4f52fcc2bbec,65,1628512695,0x19f8d81b9b4c7e37f810e7d6b5a54842a7e9a5c610bb737443dd04a7253cc1cd,0.008946249,300,0x46b25a55a174e43905871a3ae877b904b54d5d7b,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,9,39000000000,246372,2.1,229391,1,65,0xe785e82358879f061bc3dcac6f0444462d4b5330,0xe785e82358879f061bc3dcac6f0444462d4b5330,WOW,0,0xe785e82358879f061bc3dcac6f0444462d4b5330,World Of Women,WOW,0,0x30f0149363f860bd37015a77da1db8b5845545cc,0x46b25a55a174e43905871a3ae877b904b54d5d7b,9688,65,1,,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x5b3256965e7c3cf26e11fcaf296dfc8807c01073,0.1365,0,2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,1,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0x30f0149363f860bd37015a77da1db8b5845545cc,1.9635,0,2300,RC721,1,,,,
tx,ETH,12990977,12990977,0xba9a76aa690401fa86507284f3d435ec68d864060fe33b3730ec4f52fcc2bbec,66,1628512695,0x5483f1e316189efbef644574c192bc8bfc05deedbb4fbb995e98788e1a399623,0.005306457,300,0xe1e839cbe83d2a626f09b62c219310b02ce3b494,0xe592427a0aece92de3edee1f18e0157c05861564,349,39000000000,188904,0,136063,1,66,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,18,0xbbd3cacec067f5f3a6c4c34f7931e66453438361,0xe592427a0aece92de3edee1f18e0157c05861564,4.79927E+17,66,1,1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe592427a0aece92de3edee1f18e0157c05861564,0.479927274,83,2300,66,0x95aa5d2dbd3c16ee3fdea82d5c6ec3e38ce3314f,0x95aa5d2dbd3c16ee3fdea82d5c6ec3e38ce3314f,PXP,18,0x95aa5d2dbd3c16ee3fdea82d5c6ec3e38ce3314f,2,PXP,18,0xe1e839cbe83d2a626f09b62c219310b02ce3b494,0xbbd3cacec067f5f3a6c4c34f7931e66453438361,1E+22,,,,,,,,,,,,,,,,,,,,,,,,,66,1,0xe592427a0aece92de3edee1f18e0157c05861564,0xe1e839cbe83d2a626f09b62c219310b02ce3b494,0.479927274,0,32808,,,,,,
tx,ETH,12990977,12990977,0xba9a76aa690401fa86507284f3d435ec68d864060fe33b3730ec4f52fcc2bbec,67,1628512695,0xb74d4d3ad520143f67f5f09db375c8503bd544b1633351be125ee379f27e0f8e,0.000819,300,0x4e5b2e1dc63f6b91cb6cd759936495434c7e972f,0x0a1647c07dbbbcae19ffcad582f8cd982dc1c4c6,63614,39000000000,21000,0.2133679,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990977,12990977,0xba9a76aa690401fa86507284f3d435ec68d864060fe33b3730ec4f52fcc2bbec,68,1628512695,0xa1140e91393301aa91d80fb4452cdf20a76d202bbaf0cec055bb2b7bf83cc733,0.001795235,300,0xd8612a64ea99b85795f2e83b1d8f1b6a8b529818,0xdac17f958d2ee523a2206206994597c13d831ec7,1,38924460000,70000,0,46121,1,68,0xdac17f958d2ee523a2206206994597c13d831ec7,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,6,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USD,USDT,6,0xd8612a64ea99b85795f2e83b1d8f1b6a8b529818,0xb8c19f6af319efc0242ebeba5ee2478458d8b326,4598000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990977,12990977,0xba9a76aa690401fa86507284f3d435ec68d864060fe33b3730ec4f52fcc2bbec,69,1628512695,0x97e3ae62e7878fcfabfea81ee539c4ba008f2e0f179ae04ad3df347f34b2803d,0.002092562,300,0x0031e147a79c45f24319dc02ca860cb6142fcba1,0xa4380320458a337ec6f8811cfe87844ae73101ba,742260,38390000000,500000,0,54508,1,69,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USD Coin,USDC,6,0xa4380320458a337ec6f8811cfe87844ae73101ba,0xffec0067f5a79cff07527f63d83dd5462ccf8ba4,24999000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990977,12990977,0xba9a76aa690401fa86507284f3d435ec68d864060fe33b3730ec4f52fcc2bbec,70,1628512695,0xc5d6122692309df63f9f95cc3e1bd92868d61106c97afd42abf41cb5ea06702f,0.008773881,300,0x0031e147a79c45f24319dc02ca860cb6142fcba1,0xf6ed0382e8b33efa44c4de2ef02ddb34a234035c,742261,38390000000,500000,0,228546,,,,,,,,,,,,,,70,,1,0x0031e147a79c45f24319dc02ca860cb6142fcba1,0xf6ed0382e8b33efa44c4de2ef02ddb34a234035c,0,164582,436036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,
tx,ETH,12990977,12990977,0xba9a76aa690401fa86507284f3d435ec68d864060fe33b3730ec4f52fcc2bbec,71,1628512695,0x14439d20ab2758ed695b5bb42829d8e89d107c388b836b7bcb1c1c295f5cf531,0.001989559,300,0x98616d3c572eadbf8e92a7e1613d122f60420865,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,36,38355906479,77806,0,51871,1,71,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,SHIB,18,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,SHIBA INU,SHIB,18,0x98616d3c572eadbf8e92a7e1613d122f60420865,0x57986185b15ee088914ef5f0213874998d998d1a,5E+24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990977,12990977,0xba9a76aa690401fa86507284f3d435ec68d864060fe33b3730ec4f52fcc2bbec,72,1628512695,0x8a543f1b0348e892b1bd6a0c5cf5a95f7e4f9632ae51f90512fb574b32cea1bb,0.00196539,300,0x51451b31c5b5f0045d6c30a897ac4894a1ba0c05,0x8ce9137d39326ad0cd6491fb5cc0cba0e089b6a9,146,38200000000,67500,0,51450,1,72,0x8ce9137d39326ad0cd6491fb5cc0cba0e089b6a9,0x8ce9137d39326ad0cd6491fb5cc0cba0e089b6a9,SXP,18,0x8ce9137d39326ad0cd6491fb5cc0cba0e089b6a9,Swipe,SXP,18,0x51451b31c5b5f0045d6c30a897ac4894a1ba0c05,0x3e425526c9800d5929021b10499d1bc14c056c77,3.98621E+20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990977,12990977,0xba9a76aa690401fa86507284f3d435ec68d864060fe33b3730ec4f52fcc2bbec,73,1628512695,0x49d41268890235cb9f45249b70bfde2793a16440c964223836dd0e8243ec6fb4,0.003752424,300,0x4fc15fe7210ea94a155f7487eced43f2c3f3192d,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,29,38000000000,100000,0,98748,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Out of gas,Err status 0x0
tx,ETH,12990977,12990977,0xba9a76aa690401fa86507284f3d435ec68d864060fe33b3730ec4f52fcc2bbec,74,1628512695,0x75d485da4045463673ec90b0aaf1593952e4e1efcef2378943eae0107cddfbe6,0.001795082,300,0x6ca0cb9568f9c6b8bd71725a5ca008108cf04717,0xf53c24f7729c88c110265929c7124e6259efccab,1,38000000000,47239,0,47239,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990977,12990977,0xba9a76aa690401fa86507284f3d435ec68d864060fe33b3730ec4f52fcc2bbec,75,1628512695,0x678f78f427456520da8ad5da5d3507360b6d1931c8bd2e229e2ca6a1dac22ec1,0.012180976,300,0x6ca0cb9568f9c6b8bd71725a5ca008108cf04717,0x881d40237659c251811cec9c364ef91dc08d300c,2,38000000000,1650000,0,320552,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reverted,Err status 0x0
tx,ETH,12990977,12990977,0xba9a76aa690401fa86507284f3d435ec68d864060fe33b3730ec4f52fcc2bbec,76,1628512695,0xc95f76027ce6c14331830598718759b1104dde8af58cc1826f625eb4ce20c34a,0.002953442,300,0x44cef23c9cad7d80f5b4d161b1f9c8da0844a476,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,40,37869005890,77991,0,77991,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990977,12990977,0xba9a76aa690401fa86507284f3d435ec68d864060fe33b3730ec4f52fcc2bbec,77,1628512695,0x3d3fbc09ccdf3fd192375a010e067ac1b5cff0f08053abd163b4e5a6e61380cd,0.00372,300,0x376de73b0432fbd95046a41cc0501adc40285415,0xff20817765cb7f73d4bde2e66e067e58d11095c2,1,37200000000,100000,0,100000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Out of gas,Err status 0x0
tx,ETH,12990977,12990977,0xba9a76aa690401fa86507284f3d435ec68d864060fe33b3730ec4f52fcc2bbec,78,1628512695,0x6a7033e5c15660304f9555242d86884cad08d3bfcf108cc04d07aad1ca6bcbcc,0.000777,300,0xae45a8240147e6179ec7c9f92c5a18f9a97b3fca,0x8ed718cae4e97b8f871d1663555f8df54c2afaa9,550490,37000000000,21000,0.002047247,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990977,12990977,0xba9a76aa690401fa86507284f3d435ec68d864060fe33b3730ec4f52fcc2bbec,79,1628512695,0x3a6cbf25499fe00257b9c199c9587b2dd314598d27d2632286afff9dd7527d2d,0.000777,300,0x340d693ed55d7ba167d184ea76ea2fd092a35bdc,0x3f3be5d7ad35dcf4dd3d4ee133cf1c1deeae06b3,691922,37000000000,21000,0.210280273,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990977,12990977,0xba9a76aa690401fa86507284f3d435ec68d864060fe33b3730ec4f52fcc2bbec,80,1628512695,0xd34f7c89da413cda3c802f086a8e1f97a20ccde87bab82fb43b7ea107cac6ac4,0.000777,300,0x340d693ed55d7ba167d184ea76ea2fd092a35bdc,0x1085cbc28234d374fb5d18da922cca95f4bb4d7e,691923,37000000000,21000,0.185034296,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990977,12990977,0xba9a76aa690401fa86507284f3d435ec68d864060fe33b3730ec4f52fcc2bbec,81,1628512695,0x17ba5b0e053a22db48fea6993d633973df653f2ff51e24006a8f9cc34767fa23,0.000777,300,0x493e782ea2cc2418dc4188f313639de4d6a7f7a9,0xfbc045e9e9919a56ef7083f1026ec7107875a89e,32,37000000000,21000,0,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990977,12990977,0xba9a76aa690401fa86507284f3d435ec68d864060fe33b3730ec4f52fcc2bbec,82,1628512695,0x6409e98a2ffbf43d1f84566f7e376ae71ced019e40508d8b57db591fa277d6ac,0.001701063,300,0x9d8d4d1e47f85c2b819f4ea26aba1ee9ba2bc018,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,258,36698807604,46352,0,46352,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990977,12990977,0xba9a76aa690401fa86507284f3d435ec68d864060fe33b3730ec4f52fcc2bbec,83,1628512695,0x1934783c4679c47b1805815ccc9a611147b50c1ecf490f29ee1364039c5eab49,0.0007644,300,0x065dab2585a840ba27d2dd3e11662568d3a3d969,0x5e2c83b4b7ea6dc767ede8e281953743fe8db5d8,1,36400000000,21000,2,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990977,12990977,0xba9a76aa690401fa86507284f3d435ec68d864060fe33b3730ec4f52fcc2bbec,84,1628512695,0x69c994ac277b08e61049b46a6125540005bc6fa7bd9c951d9ff34db08fc03ba9,0.001678368,300,0xe6fe139fa6ce97288d2521e75907abdb9babcd90,0xdac17f958d2ee523a2206206994597c13d831ec7,0,36400000000,100000,0,46109,1,84,0xdac17f958d2ee523a2206206994597c13d831ec7,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,6,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USD,USDT,6,0xe6fe139fa6ce97288d2521e75907abdb9babcd90,0xd4fd7edebc0589a85234151112212cd15e264c80,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990977,12990977,0xba9a76aa690401fa86507284f3d435ec68d864060fe33b3730ec4f52fcc2bbec,85,1628512695,0xef867b9b9ceefe9727089e0ef59961e505ba4a2f4c15633f01a583db494d7ba9,0.007936124,300,0x2c30cc2ede19ac4fee05eebb3766784fdfc47700,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,72,36300000000,269343,0,218626,1,85,0x382f0160c24f5c515a19f155bac14d479433a407,0x382f0160c24f5c515a19f155bac14d479433a407,KLEE,9,0x382f0160c24f5c515a19f155bac14d479433a407,Klee Kai,KLEE,9,0x2c30cc2ede19ac4fee05eebb3766784fdfc47700,0x8044e86ca1963e099a7e70594d72bc96a088fed2,9.3394E+21,,,,,,,,,85,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,18,0x8044e86ca1963e099a7e70594d72bc96a088fed2,0x9cbfb60a09a9a33a10312da0f39977cbdb7fde23,2.82606E+17,85,0x8b3192f5eebd8579568a2ed41e6feb402f93f73f,0x8b3192f5eebd8579568a2ed41e6feb402f93f73f,SAITAMA,9,0x8b3192f5eebd8579568a2ed41e6feb402f93f73f,Saitama Inu,SAITAMA,9,0x9cbfb60a09a9a33a10312da0f39977cbdb7fde23,0x2c30cc2ede19ac4fee05eebb3766784fdfc47700,5.10881E+20,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990977,12990977,0xba9a76aa690401fa86507284f3d435ec68d864060fe33b3730ec4f52fcc2bbec,86,1628512695,0x0746c94a49901aa7229b0b4bc04900745ac5b3c0484136cc5fe6e78ebfeff8d2,0.007558023,300,0x469d796b8850302f84763fc329cb584ec9008328,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,160,36300000000,256646,0,208210,1,86,0x4a6be56a211a4c4e0dd4474d524138933c17f3e3,0x4a6be56a211a4c4e0dd4474d524138933c17f3e3,BHIBA,9,0x4a6be56a211a4c4e0dd4474d524138933c17f3e3,Baby Shiba,BHIBA,9,0x469d796b8850302f84763fc329cb584ec9008328,0x6f6e2080b10acd8e52c914fb5ac190ec00b3d805,9.81844E+16,,,,,,,,,86,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,18,0x6f6e2080b10acd8e52c914fb5ac190ec00b3d805,0x9cbfb60a09a9a33a10312da0f39977cbdb7fde23,8.51546E+16,86,0x8b3192f5eebd8579568a2ed41e6feb402f93f73f,0x8b3192f5eebd8579568a2ed41e6feb402f93f73f,SAITAMA,9,0x8b3192f5eebd8579568a2ed41e6feb402f93f73f,Saitama Inu,SAITAMA,9,0x9cbfb60a09a9a33a10312da0f39977cbdb7fde23,0x469d796b8850302f84763fc329cb584ec9008328,1.53815E+20,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990977,12990977,0xba9a76aa690401fa86507284f3d435ec68d864060fe33b3730ec4f52fcc2bbec,87,1628512695,0x34f5ffd9c805eddb9086fe4f20eea590f74363386140537cc0b97df8909f8b29,0.0007623,300,0x80fad32574ae7b508b89998deacf18d9f50726c0,0x1b2848db6ccbbaa34ac8825c9aa848dc6f97f945,65,36300000000,21000,0.003210871,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,